state,FIPS,county,value,percent
NV,32015,Lander County,1780.555556,0.003724882
NV,32017,Lincoln County,2089.74359,0.009364479
NV,32019,Lyon County,2089.237668,0.008485612
NV,32021,Mineral County,1866.666667,0.004188691
NV,32023,Nye County,1944.636678,0.006479335
NV,32027,Pershing County,1809.090909,0.003832524
NV,32029,Storey County,2357.142857,0.010080469
NV,32031,Washoe County,3887.83645,0.01252072
NV,32033,White Pine County,2011.538462,0.00487137
NV,32510,Carson City,2682.7853,0.009971789
NH,33001,Belknap County,7384.811665,0.028027337
NH,33003,Carroll County,6452.5,0.019214334
NH,33005,Cheshire County,7519.40133,0.028492632
NH,33007,Coos County,5516.86747,0.01386538
NH,33009,Grafton County,8610.876133,0.026149871
NH,33011,Hillsborough County,7118.898604,0.030684405
NH,33013,Merrimack County,7368.089142,0.030984407
NH,33015,Rockingham County,7533.568905,0.033672589
NH,33017,Strafford County,7190.700558,0.030287979
NH,33019,Sullivan County,7740.410959,0.026447254
NJ,34001,Atlantic County,6871.909025,0.040397311
NJ,34003,Bergen County,11690.22034,0.042756071
NJ,34005,Burlington County,7847.555986,0.042271338
NJ,34007,Camden County,7980.771897,0.043997977
NJ,34009,Cape May County,5746.28821,0.030825818
NJ,34011,Cumberland County,5154.506173,0.026337652
NJ,34013,Essex County,12449.82997,0.037946657
NJ,34015,Gloucester County,7553.598517,0.045612013
NJ,34017,Hudson County,7653.003085,0.018768154
NJ,34019,Hunterdon County,10174.21921,0.044905878
NJ,34021,Mercer County,10012.30532,0.040190143
NJ,34023,Middlesex County,8894.895783,0.042071328
NJ,34025,Monmouth County,9695.769475,0.042631335
NJ,34027,Morris County,10927.32548,0.041096218
NJ,34029,Ocean County,6717.804045,0.040502843
NJ,34031,Passaic County,10016.99064,0.048540773
NJ,34033,Salem County,6383.316783,0.03609863
NJ,34035,Somerset County,10675.50941,0.040102226
NJ,34037,Sussex County,8421.627281,0.049750624
NJ,34039,Union County,11053.22918,0.044046717
NJ,34041,Warren County,7792.212552,0.046499791
NM,35001,Bernalillo County,3095.197142,0.013719692
NM,35003,Catron County,1428.571429,0.00381083
NM,35005,Chaves County,1878.787879,0.005519928
NM,35006,Cibola County,1739.726027,0.003642402
NM,35007,Colfax County,2090,0.006483981
NM,35009,Curry County,1570.781893,0.004416464
NM,35011,De Baca County,900,0.002341224
NM,35013,Dona Ana County,2232.798834,0.007931819
NM,35015,Eddy County,1772.127139,0.004407601
NM,35017,Grant County,1499.375,0.004282613
NM,35019,Guadalupe County,1544.444444,0.004853352
NM,35021,Harding County,0,0
NM,35023,Hidalgo County,1022.222222,0.002771418
NM,35025,Lea County,1558.838384,0.003696046
NM,35027,Lincoln County,2802.531646,0.010978494
NM,35028,Los Alamos County,2605.974026,0.011104495
NM,35029,Luna County,1538.461538,0.003573715
NM,35031,McKinley County,2316.326531,0.003235766
NM,35033,Mora County,1652.941176,0.00432301
NM,35035,Otero County,1587.29097,0.004393183
NM,35037,Quay County,1196.428571,0.002930986
NM,35039,Rio Arriba County,1505.940594,0.004495358
NM,35041,Roosevelt County,1288.888889,0.003356239
NM,35043,Sandoval County,2749.227247,0.013555513
NM,35045,San Juan County,1792.052195,0.005773002
NM,35047,San Miguel County,1815.827338,0.006190174
NM,35049,Santa Fe County,3133.51272,0.01276411
NM,35051,Sierra County,1922.916667,0.005917615
NM,35053,Socorro County,1807.936508,0.004612419
NM,35055,Taos County,2296.296296,0.008976184
NM,35057,Torrance County,1504.477612,0.004902986
NM,35059,Union County,1041.666667,0.001786276
NM,35061,Valencia County,2113.483146,0.008630855
NY,36001,Albany County,6897.149748,0.028019449
NY,36003,Allegany County,5162.71777,0.016819495
NY,36005,Bronx County,3460.854026,0.007765607
NY,36007,Broome County,5827.406628,0.02363892
NY,36009,Cattaraugus County,5017.175573,0.016553341
NY,36011,Cayuga County,5246.163683,0.022140765
NY,36013,Chautauqua County,5020.476706,0.01787697
NY,36015,Chemung County,5251.375,0.020228776
NY,36017,Chenango County,5098.305085,0.017195237
NY,36019,Clinton County,5333.201581,0.021785649
NY,36021,Columbia County,6863.048499,0.030579337
NY,36023,Cortland County,5918.409091,0.025383368
NY,36025,Delaware County,5089.100817,0.020137253
NY,36027,Dutchess County,7995.242663,0.040447045
NY,36029,Erie County,5718.181042,0.025097145
NY,36031,Essex County,5759.217877,0.023076165
NY,36033,Franklin County,5016.151203,0.015404309
NY,36035,Fulton County,4858.35141,0.019084503
NY,36037,Genesee County,4840.031898,0.02161418
NY,36039,Greene County,5592.136752,0.027781505
NY,36041,Hamilton County,5508.62069,0.02484274
NY,36043,Herkimer County,4642.666667,0.015824551
NY,36045,Jefferson County,4465.87202,0.014760746
NY,36047,Kings County,4637.123377,0.010411902
NY,36049,Lewis County,4269.948187,0.015239888
NY,36051,Livingston County,5715.694444,0.026965328
NY,36053,Madison County,6395.454545,0.027534172
NY,36055,Monroe County,6835.583149,0.03349277
NY,36057,Montgomery County,4935.159817,0.020642243
NY,36059,Nassau County,12683.24306,0.049483438
NY,36061,New York County,14399.74179,0.012741999
NY,36063,Niagara County,5303.940887,0.024273681
NY,36065,Oneida County,5220.189125,0.020353277
NY,36067,Onondaga County,6652.615572,0.03007781
NY,36069,Ontario County,6320.272021,0.026840943
NY,36071,Orange County,8712.625698,0.044118993
NY,36073,Orleans County,4893.351801,0.021284363
NY,36075,Oswego County,5309.41073,0.023282776
NY,36077,Otsego County,4979.215686,0.018934779
NY,36079,Putnam County,10539.24825,0.05464791
NY,36081,Queens County,4632.567964,0.016418596
NY,36083,Rensselaer County,6294.967462,0.031503532
NY,36085,Richmond County,5002.744311,0.024183393
NY,36087,Rockland County,12195.16866,0.054560863
NY,36089,St. Lawrence County,4994.557823,0.017550469
NY,36091,Saratoga County,6248.902743,0.022456086
NY,36093,Schenectady County,6795.501874,0.035893206
NY,36095,Schoharie County,5594.888179,0.025248528
NY,36097,Schuyler County,5219.631902,0.020373368
NY,36099,Seneca County,5265.862069,0.020564012
NY,36101,Steuben County,5889.504717,0.021045388
NY,36103,Suffolk County,10386.71286,0.048926525
NY,36105,Sullivan County,6877.208288,0.034193206
NY,36107,Tioga County,5393.083004,0.022527293
NY,36109,Tompkins County,7699.914015,0.033281735
NY,36111,Ulster County,7437.654321,0.040199497
NY,36113,Warren County,5776.396807,0.025766592
NY,36115,Washington County,5131.36289,0.023240369
NY,36117,Wayne County,5457.894737,0.026982877
NY,36119,Westchester County,15033.09237,0.037289392
NY,36121,Wyoming County,4656.836461,0.019305148
NY,36123,Yates County,6032.195122,0.02366771
NC,37001,Alamance County,2298.461538,0.010653044
NC,37003,Alexander County,2022.972973,0.008752441
NC,37005,Alleghany County,1952.702703,0.007201918
NC,37007,Anson County,1891.946309,0.008160701
NC,37009,Ashe County,1992.105263,0.008211178
NC,37011,Avery County,2034.210526,0.008307005
NC,37013,Beaufort County,2145.107399,0.009301517
NC,37015,Bertie County,1608.256881,0.005940138
NC,37017,Bladen County,2180.5,0.008572951
NC,37019,Brunswick County,2627.674419,0.013893274
NC,37021,Buncombe County,3004.306995,0.013234315
NC,37023,Burke County,2219.364599,0.009087057
NC,37025,Cabarrus County,2670.363891,0.014036293
NC,37027,Caldwell County,2019.723183,0.008078596
NC,37029,Camden County,2002.836879,0.010919327
NC,37031,Carteret County,2196.350365,0.009905695
NC,37033,Caswell County,1798.136646,0.007452083
NC,37035,Catawba County,2508,0.010408442
NC,37037,Chatham County,3557.802964,0.015648559
NC,37039,Cherokee County,1724.352332,0.007652932
NC,37041,Chowan County,2570.921986,0.011311299
NC,37043,Clay County,1859.574468,0.00924105
NC,37045,Cleveland County,2045.932416,0.008860792
NC,37047,Columbus County,2260.714286,0.009065997
NC,37049,Craven County,2315.752742,0.00972317
NC,37051,Cumberland County,2808.121257,0.011810544
NC,37053,Currituck County,1820.547945,0.010082557
NC,37055,Dare County,2938.571429,0.015149186
NC,37057,Davidson County,1932.950924,0.00860705
NC,37059,Davie County,2587.477639,0.012718478
NC,37061,Duplin County,2116.117216,0.007124464
NC,37063,Durham County,3491.710589,0.016668805
NC,37065,Edgecombe County,2113.157895,0.00793392
NC,37067,Forsyth County,2884.418451,0.012540996
NC,37069,Franklin County,2325.225225,0.012344596
NC,37071,Gaston County,2696.452037,0.012760972
NC,37073,Gates County,1598.113208,0.007962135
NC,37075,Graham County,1725.641026,0.005567137
NC,37077,Granville County,2356.495468,0.012539477
NC,37079,Greene County,1627.927928,0.006337216
NC,37081,Guilford County,3127.219027,0.013935545
NC,37083,Halifax County,2363.247863,0.00996873
NC,37085,Harnett County,2221.816479,0.01004383
NC,37087,Haywood County,2325.41806,0.011129403
NC,37089,Henderson County,2226.97126,0.011106717
NC,37091,Hertford County,2272.058824,0.009224128
NC,37093,Hoke County,2048.930481,0.009415902
NC,37095,Hyde County,2496.428571,0.008302846
NC,37097,Iredell County,2805.565294,0.011891409
NC,37099,Jackson County,1950.943396,0.00724256
NC,37101,Johnston County,2191.666667,0.011666287
NC,37103,Jones County,1892.647059,0.007285964
NC,37105,Lee County,2830.874786,0.013281358
NC,37107,Lenoir County,2258.230958,0.008855492
NC,37109,Lincoln County,2566.170635,0.012259672
NC,37111,McDowell County,1655.46875,0.005376992
NC,37113,Macon County,2034.353741,0.008210347
NC,37115,Madison County,1989.333333,0.008045143
NC,37117,Martin County,1951.923077,0.007908105
NC,37119,Mecklenburg County,3910.127507,0.015004467
NC,37121,Mitchell County,1745.977011,0.006160098
NC,37123,Montgomery County,2623.717949,0.008526604
NC,37125,Moore County,2905.533905,0.013238208
NC,37127,Nash County,2191.970803,0.010048543
NC,37129,New Hanover County,3038.445738,0.013773358
NC,37131,Northampton County,2394.890511,0.010627478
NC,37133,Onslow County,2158.001693,0.007552705
NC,37135,Orange County,5936.194896,0.022866527
NC,37137,Pamlico County,2244.628099,0.009501587
NC,37139,Pasquotank County,2335.654596,0.010625895
NC,37141,Pender County,2742.02454,0.014432058
NC,37143,Perquimans County,2057.142857,0.009824975
NC,37145,Person County,1818.983957,0.008682811
NC,37147,Pitt County,2550.845335,0.010981164
NC,37149,Polk County,2525.892857,0.011943739
NC,37151,Randolph County,2073.644068,0.008790876
NC,37153,Richmond County,2177.952756,0.008226561
NC,37155,Robeson County,2077.361564,0.007544074
NC,37157,Rockingham County,2008.707483,0.008439166
NC,37159,Rowan County,2199.238965,0.010100714
NC,37161,Rutherford County,2080.549199,0.008647912
NC,37163,Sampson County,2260.858586,0.008289101
NC,37165,Scotland County,2364.016736,0.010623456
NC,37167,Stanly County,2219.633028,0.009803882
NC,37169,Stokes County,1829.695431,0.007827744
NC,37171,Surry County,2035.114504,0.007802708
NC,37173,Swain County,1534.42623,0.003043002
NC,37175,Transylvania County,2548.071217,0.011590631
NC,37177,Tyrrell County,2157.142857,0.008190941
NC,37179,Union County,3227.889447,0.015022092
NC,37181,Vance County,2337.72242,0.009045257
NC,37183,Wake County,3484.695932,0.015762869
NC,37185,Warren County,2463.380282,0.01234128
NC,37187,Washington County,1918.072289,0.008187616
NC,37189,Watauga County,2181.876333,0.010028155
NC,37191,Wayne County,2141.217799,0.007721545
NC,37193,Wilkes County,2170.495495,0.007837183
NC,37195,Wilson County,2423.412698,0.011349163
NC,37197,Yadkin County,1950.974026,0.008148968
NC,37199,Yancey County,1852.727273,0.006965045
ND,38001,Adams County,1762.5,0.002356874
ND,38003,Barnes County,2476,0.004049007
ND,38005,Benson County,1657.142857,0.000958749
ND,38007,Billings County,2166.666667,0.001513811
ND,38009,Bottineau County,2647.058824,0.004190334
ND,38011,Bowman County,1793.75,0.002522168
ND,38013,Burke County,1510,0.001725596
ND,38015,Burleigh County,3339.701493,0.0092716
ND,38017,Cass County,4185.641999,0.010800569
ND,38019,Cavalier County,1975,0.002492389
ND,38021,Dickey County,2252.631579,0.003324272
ND,38023,Divide County,1475,0.001109002
ND,38025,Dunn County,1510.526316,0.001484501
ND,38027,Eddy County,1566.666667,0.00162041
ND,38029,Emmons County,1410,0.001844584
ND,38031,Foster County,2710,0.002376693
ND,38033,Golden Valley County,1225,0.001731204
ND,38035,Grand Forks County,3941.8,0.009420741
ND,38037,Grant County,833.3333333,0.001098394
ND,38039,Griggs County,2300,0.002887271
ND,38041,Hettinger County,1333.333333,0.001642216
ND,38043,Kidder County,1516.666667,0.001540702
ND,38045,LaMoure County,1411.111111,0.001164433
ND,38047,Logan County,2060,0.002864134
ND,38049,McHenry County,1664,0.002648298
ND,38051,McIntosh County,1133.333333,0.001604682
ND,38053,McKenzie County,1987.878788,0.002016727
ND,38055,McLean County,1916,0.003299739
ND,38057,Mercer County,2065.57377,0.004001143
ND,38059,Morton County,3417.786561,0.008521235
ND,38061,Mountrail County,2058,0.002331071
ND,38063,Nelson County,1188.888889,0.001289498
ND,38065,Oliver County,1725,0.002330609
ND,38067,Pembina County,2550,0.003160019
ND,38069,Pierce County,2300,0.003390924
ND,38071,Ramsey County,2623.913043,0.003763302
ND,38073,Ransom County,2294.444444,0.002701465
ND,38075,Renville County,2150,0.002235624
ND,38077,Richland County,3102.352941,0.005606773
ND,38079,Rolette County,1730,0.000747707
ND,38081,Sargent County,2809.090909,0.00269697
ND,38083,Sheridan County,600,0.000644168
ND,38085,Sioux County,0,0
ND,38087,Slope County,0,0
ND,38089,Stark County,2611.371237,0.006093069
ND,38091,Steele County,1716.666667,0.001824785
ND,38093,Stutsman County,3000.980392,0.005003989
ND,38095,Towner County,1660,0.001515622
ND,38097,Traill County,2471.794872,0.004101011
ND,38099,Walsh County,2455.882353,0.002810833
ND,38101,Ward County,3077.48227,0.007599517
ND,38103,Wells County,1773.333333,0.0021737
ND,38105,Williams County,2394.30605,0.003975114
OH,39001,Adams County,1806.557377,0.004900271
OH,39003,Allen County,2841.666667,0.008356846
OH,39005,Ashland County,2369.975787,0.008415087
OH,39007,Ashtabula County,2658.423493,0.009052908
OH,39009,Athens County,3398.816568,0.010718718
OH,39011,Auglaize County,2403.816794,0.007427202
OH,39013,Belmont County,2551.319648,0.005187118
OH,39015,Brown County,1948.015873,0.005792946
OH,39017,Butler County,3715.074082,0.016615772
OH,39019,Carroll County,2448.404255,0.007143888
OH,39021,Champaign County,2478.481013,0.008795405
OH,39023,Clark County,2861.517114,0.010469108
OH,39025,Clermont County,3929.863921,0.017591545
OH,39027,Clinton County,2210.135135,0.006704346
OH,39029,Columbiana County,2361.921098,0.006454752
OH,39031,Coshocton County,2218.934911,0.005424421
OH,39033,Crawford County,1907.949791,0.005431889
OH,39035,Cuyahoga County,5389.671809,0.022312772
OH,39037,Darke County,2015.819209,0.005982397
OH,39039,Defiance County,2246.440678,0.007153011
OH,39041,Delaware County,6347.331365,0.029698451
OH,39043,Erie County,3470.149254,0.012704956
OH,39045,Fairfield County,3443.035632,0.017811172
OH,39047,Fayette County,2153.459119,0.006043149
OH,39049,Franklin County,5275.897816,0.022520336
OH,39051,Fulton County,2670.547945,0.010781351
OH,39053,Gallia County,2378.571429,0.005978145
OH,39055,Geauga County,5661.35182,0.02368822
OH,39057,Greene County,4578.003613,0.020158524
OH,39059,Guernsey County,2215.463918,0.005178139
OH,39061,Hamilton County,4965.002948,0.017894288
OH,39063,Hancock County,2777.146631,0.009334532
OH,39065,Hardin County,1848.295455,0.005559496
OH,39067,Harrison County,2030.15873,0.003602076
OH,39069,Henry County,2468.8,0.008501951
OH,39071,Highland County,1979.452055,0.005727286
OH,39073,Hocking County,2441.304348,0.008045392
OH,39075,Holmes County,2995.408163,0.006775964
OH,39077,Huron County,2122.902494,0.007018328
OH,39079,Jackson County,2086.524823,0.005087571
OH,39081,Jefferson County,2072.327044,0.004723161
OH,39083,Knox County,2874.768089,0.011137226
OH,39085,Lake County,3839.123007,0.018864115
OH,39087,Lawrence County,1886.458333,0.004668171
OH,39089,Licking County,3661.61032,0.017706457
OH,39091,Logan County,2466.393443,0.008340748
OH,39093,Lorain County,3936.595962,0.018488117
OH,39095,Lucas County,4278.001772,0.018003849
OH,39097,Madison County,3187.820513,0.01418431
OH,39099,Mahoning County,3419.564062,0.011483898
OH,39101,Marion County,2113.972603,0.006258385
OH,39103,Medina County,3882.74535,0.019634285
OH,39105,Meigs County,1865.591398,0.004446449
OH,39107,Mercer County,2600.609756,0.007055651
OH,39109,Miami County,2748.559671,0.011355398
OH,39111,Monroe County,1683.050847,0.002805267
OH,39113,Montgomery County,4294.701415,0.018366854
OH,39115,Morgan County,1616.666667,0.004018943
OH,39117,Morrow County,2491.694352,0.009998867
OH,39119,Muskingum County,2541.884817,0.008001696
OH,39121,Noble County,1815.254237,0.003552003
OH,39123,Ottawa County,3120.5074,0.012472874
OH,39125,Paulding County,1946.296296,0.005193342
OH,39127,Perry County,2457.211538,0.007526991
OH,39129,Pickaway County,2522.638436,0.012032749
OH,39131,Pike County,1901.574803,0.004946267
OH,39133,Portage County,3664.667747,0.015433603
OH,39135,Preble County,2125.977654,0.008558734
OH,39137,Putnam County,2277.104377,0.006873841
OH,39139,Richland County,2876.195773,0.01005569
OH,39141,Ross County,2372.144289,0.007811227
OH,39143,Sandusky County,2242.061856,0.007728099
OH,39145,Scioto County,2478.005115,0.007310417
OH,39147,Seneca County,2033.333333,0.005421731
OH,39149,Shelby County,2344.339623,0.008000457
OH,39151,Stark County,3304.15879,0.012485778
OH,39153,Summit County,4186.517341,0.018065916
OH,39155,Trumbull County,2966.545718,0.009039757
OH,39157,Tuscarawas County,2637.821483,0.007701366
OH,39159,Union County,4059.501188,0.019092406
OH,39161,Van Wert County,1880.681818,0.005033026
OH,39163,Vinton County,2062.222222,0.004443402
OH,39165,Warren County,4540.882724,0.020562813
OH,39167,Washington County,2198.984772,0.005910217
OH,39169,Wayne County,2931.256182,0.010417176
OH,39171,Williams County,2463.709677,0.007307415
OH,39173,Wood County,3699.755651,0.016286965
OH,39175,Wyandot County,1738.732394,0.004543146
OK,40001,Adair County,1128.846154,0.002104327
OK,40003,Alfalfa County,1190.322581,0.0021952
OK,40005,Atoka County,1331.034483,0.00363248
OK,40007,Beaver County,1085.294118,0.002952803
OK,40009,Beckham County,1748.795181,0.005696502
OK,40011,Blaine County,1159.183673,0.002567696
OK,40013,Bryan County,1686.320755,0.004540346
OK,40015,Caddo County,1170.754717,0.002641184
OK,40017,Canadian County,2443.898104,0.010614568
OK,40019,Carter County,2129.014085,0.00663444
OK,40021,Cherokee County,1516.888889,0.004414157
OK,40023,Choctaw County,976.9230769,0.002359619
OK,40025,Cimarron County,922.2222222,0.001875071
OK,40027,Cleveland County,2781.955878,0.011180666
OK,40029,Coal County,980,0.002194628
OK,40031,Comanche County,2084.94152,0.006156066
OK,40033,Cotton County,1340.740741,0.003534121
OK,40035,Craig County,1283.58209,0.003510089
OK,40037,Creek County,2128.571429,0.007347972
OK,40039,Custer County,1759.360731,0.006053569
OK,40041,Delaware County,2175.313808,0.007497945
OK,40043,Dewey County,925.9259259,0.002052158
OK,40045,Ellis County,1400,0.003216635
OK,40047,Garfield County,2071.011673,0.006466133
OK,40049,Garvin County,1227.272727,0.003265311
OK,40051,Grady County,1981.196581,0.007263486
OK,40053,Grant County,933.3333333,0.001820413
OK,40055,Greer County,1010.526316,0.002526948
OK,40057,Harmon County,816.6666667,0.001217331
OK,40059,Harper County,815.7894737,0.001992416
OK,40061,Haskell County,965.3846154,0.002945888
OK,40063,Hughes County,1100,0.002735759
OK,40065,Jackson County,1592.8,0.003961866
OK,40067,Jefferson County,1305,0.002996969
OK,40069,Johnston County,1080,0.002470576
OK,40071,Kay County,1614.552239,0.004325019
OK,40073,Kingfisher County,1658.518519,0.004701451
OK,40075,Kiowa County,1120.588235,0.002751042
OK,40077,Latimer County,946.2962963,0.002799218
OK,40079,Le Flore County,1294.468085,0.004086952
OK,40081,Lincoln County,1377.227723,0.00434839
OK,40083,Logan County,2211.563169,0.009083409
OK,40085,Love County,1557.142857,0.004079712
OK,40087,McClain County,2441.747573,0.009704673
OK,40089,McCurtain County,1001.37931,0.003048166
OK,40091,McIntosh County,1285.576923,0.004273327
OK,40093,Major County,1229.508197,0.003934447
OK,40095,Marshall County,1491.25,0.004497067
OK,40097,Mayes County,1665.725806,0.00524381
OK,40099,Murray County,1225.675676,0.003274215
OK,40101,Muskogee County,1727.131783,0.00528562
OK,40103,Noble County,1670,0.0045081
OK,40105,Nowata County,1441.818182,0.004146362
OK,40107,Okfuskee County,1081.395349,0.002868617
OK,40109,Oklahoma County,3270.734597,0.010609343
OK,40111,Okmulgee County,1432.692308,0.004466916
OK,40113,Osage County,1990.615836,0.007150283
OK,40115,Ottawa County,1204.827586,0.003509012
OK,40117,Pawnee County,1630.107527,0.005023277
OK,40119,Payne County,2408.070175,0.00815964
OK,40121,Pittsburg County,1270.930233,0.003809159
OK,40123,Pontotoc County,1524.696356,0.004659911
OK,40125,Pottawatomie County,1709.324009,0.005341034
OK,40127,Pushmataha County,991.4893617,0.002839109
OK,40129,Roger Mills County,1281.818182,0.002614985
OK,40131,Rogers County,2262.109375,0.008854165
OK,40133,Seminole County,1292.222222,0.003026266
OK,40135,Sequoyah County,1320,0.003676545
OK,40137,Stephens County,1635.38961,0.004939761
OK,40139,Texas County,1221.568627,0.002707601
OK,40141,Tillman County,1128,0.002597498
OK,40143,Tulsa County,3403.870323,0.012147928
OK,40145,Wagoner County,2119.879518,0.00945528
OK,40147,Washington County,2423.290203,0.009071497
OK,40149,Washita County,983.8709677,0.002743558
OK,40151,Woods County,1241.176471,0.002351621
OK,40153,Woodward County,1547.712418,0.004817052
OR,41001,Baker County,2369.822485,0.01336051
OR,41003,Benton County,4427.360595,0.023235506
OR,41005,Clackamas County,5022.360169,0.025339596
OR,41007,Clatsop County,3272.552783,0.018679957
OR,41009,Columbia County,3114.30303,0.019763071
OR,41011,Coos County,2670.870871,0.014181434
OR,41013,Crook County,2940.808824,0.017492297
OR,41015,Curry County,2757.720588,0.015319043
OR,41017,Deschutes County,4115.325177,0.022247421
OR,41019,Douglas County,2496.463307,0.013254929
OR,41021,Gilliam County,2105.882353,0.008453165
OR,41023,Grant County,2347.142857,0.012654815
OR,41025,Harney County,1931.481481,0.008530162
OR,41027,Hood River County,3382.477341,0.016221409
OR,41029,Jackson County,3491.646614,0.019027095
OR,41031,Jefferson County,2714.925373,0.014052517
OR,41033,Josephine County,2215.991238,0.011862706
OR,41035,Klamath County,2306.037152,0.012055437
OR,41037,Lake County,2103.333333,0.009199994
OR,41039,Lane County,3658.549433,0.019129573
OR,41041,Lincoln County,3744.585987,0.022141792
OR,41043,Linn County,2935.9447,0.017013041
OR,41045,Malheur County,2183.870968,0.009345837
OR,41047,Marion County,3414.54589,0.018693473
OR,41049,Morrow County,2338.461538,0.009294687
OR,41051,Multnomah County,5024.253286,0.023388484
OR,41053,Polk County,3430.814941,0.020336617
OR,41055,Sherman County,2488.235294,0.009063056
OR,41057,Tillamook County,2953.197674,0.017143474
OR,41059,Umatilla County,2781.367292,0.013784513
OR,41061,Union County,2460.884354,0.012792359
OR,41063,Wallowa County,2266.27907,0.012525224
OR,41065,Wasco County,3258.644068,0.017531573
OR,41067,Washington County,4512.801741,0.021582965
OR,41069,Wheeler County,2045.454545,0.012505558
OR,41071,Yamhill County,3429.885057,0.019178886
PA,42001,Adams County,4015.873016,0.019419796
PA,42003,Allegheny County,5553.011213,0.019612735
PA,42005,Armstrong County,3741.647597,0.010603782
PA,42007,Beaver County,3825.575901,0.014263339
PA,42009,Bedford County,2234.090909,0.006563785
PA,42011,Berks County,5562.783741,0.026604283
PA,42013,Blair County,2916.473616,0.007487992
PA,42015,Bradford County,3549.448124,0.010937798
PA,42017,Bucks County,6521.363328,0.029733547
PA,42019,Butler County,4200.311769,0.016131842
PA,42021,Cambria County,3253.825137,0.007857824
PA,42023,Cameron County,3100,0.006115001
PA,42025,Carbon County,4431.424149,0.018801417
PA,42027,Centre County,4578.496611,0.019044292
PA,42029,Chester County,6774.366275,0.026501835
PA,42031,Clarion County,2763.541667,0.006711002
PA,42033,Clearfield County,2793.564356,0.006755317
PA,42035,Clinton County,3185.018727,0.010659353
PA,42037,Columbia County,3170.967742,0.010566015
PA,42039,Crawford County,3608.768267,0.009552266
PA,42041,Cumberland County,3858.988159,0.015206695
PA,42043,Dauphin County,4270.981508,0.017983832
PA,42045,Delaware County,7210.599262,0.031547154
PA,42047,Elk County,3027.906977,0.006426861
PA,42049,Erie County,4336.307692,0.014697294
PA,42051,Fayette County,2794.947994,0.006569455
PA,42053,Forest County,2836.842105,0.005794453
PA,42055,Franklin County,3278.079815,0.01405267
PA,42057,Fulton County,3188.983051,0.011432929
PA,42059,Greene County,3534.042553,0.008417449
PA,42061,Huntingdon County,2418.283582,0.007270545
PA,42063,Indiana County,3850,0.0116289
PA,42065,Jefferson County,2534.010152,0.00514928
PA,42067,Juniata County,2529.69697,0.007934155
PA,42069,Lackawanna County,4253.169734,0.015585833
PA,42071,Lancaster County,4530.599194,0.020440273
PA,42073,Lawrence County,3444.838213,0.010972933
PA,42075,Lebanon County,3835.04902,0.016998781
PA,42077,Lehigh County,5172.075848,0.023482353
PA,42079,Luzerne County,4137.603617,0.014135496
PA,42081,Lycoming County,3550.237869,0.013757431
PA,42083,McKean County,3304.736842,0.006797934
PA,42085,Mercer County,3182.545932,0.009512998
PA,42087,Mifflin County,3108.365019,0.008906335
PA,42089,Monroe County,5840.57725,0.033182169
PA,42091,Montgomery County,6875.465492,0.026188798
PA,42093,Montour County,3433.673469,0.011090037
PA,42095,Northampton County,5796.949711,0.029178528
PA,42097,Northumberland Count,2828.695652,0.007932486
PA,42099,Perry County,3140.63745,0.013690815
PA,42101,Philadelphia County,2839.457616,0.010837206
PA,42103,Pike County,4662.204724,0.027039793
PA,42105,Potter County,3130.30303,0.007827972
PA,42107,Schuylkill County,3646.912351,0.010931567
PA,42109,Snyder County,3180.19802,0.011439697
PA,42111,Somerset County,3062.328767,0.008407575
PA,42113,Sullivan County,3511.627907,0.010469534
PA,42115,Susquehanna County,3414.893617,0.010560828
PA,42117,Tioga County,3520.12987,0.011489308
PA,42119,Union County,4312.342569,0.016624846
PA,42121,Venango County,3252.692308,0.007462114
PA,42123,Warren County,3284.541063,0.007374347
PA,42125,Washington County,4390.418189,0.014715987
PA,42127,Wayne County,4740.677966,0.020161707
PA,42129,Westmoreland County,4006.676979,0.01427159
PA,42131,Wyoming County,3848.995984,0.013358888
PA,42133,York County,4847.316853,0.024558793
RI,44001,Bristol County,7547.179487,0.03088683
RI,44003,Kent County,5506.388362,0.029350954
RI,44005,Newport County,6199.932111,0.026838302
RI,44007,Providence County,4914.346591,0.022902419
RI,44009,Washington County,5704.612326,0.029167246
SC,45001,Abbeville County,1218.709677,0.00470406
SC,45003,Aiken County,1712.486428,0.007955477
SC,45005,Allendale County,1737.037037,0.00457164
SC,45007,Anderson County,1762.352941,0.007926202
SC,45009,Bamberg County,1872.727273,0.007185605
SC,45011,Barnwell County,1735.555556,0.006506201
SC,45013,Beaufort County,3634.824528,0.01537477
SC,45015,Berkeley County,1910.886743,0.008782361
SC,45017,Calhoun County,1638.016529,0.006516457
SC,45019,Charleston County,2957.114119,0.011445695
SC,45021,Cherokee County,1158.501441,0.004389715
SC,45023,Chester County,1556.603774,0.006048276
SC,45025,Chesterfield County,1165.546218,0.004064957
SC,45027,Clarendon County,1730.357143,0.007876768
SC,45029,Colleton County,2446.387833,0.010058233
SC,45031,Darlington County,1275.751073,0.004867744
SC,45033,Dillon County,1266.666667,0.004442931
SC,45035,Dorchester County,2041.91023,0.010579906
SC,45037,Edgefield County,1566.363636,0.006740527
SC,45039,Fairfield County,1975.824176,0.008576914
SC,45041,Florence County,1510.867734,0.006209066
SC,45043,Georgetown County,2677.748691,0.011822782
SC,45045,Greenville County,2286.348449,0.010163652
SC,45047,Greenwood County,1922.574956,0.008027985
